artist_mbid,artist_name,genres,error
c98d40fd-f6cf-4b26-883e-eaa515ee2851,The Cranberries,alternative rock|rock|pop rock|dream pop|jangle pop,
328d146c-79f1-4eb6-9e40-8ee5710c14e5,Imogen Heap,alternative rock|electropop|art pop|electronic|indie pop,
70a3344d-3f48-4843-ac93-e9e031d86b01,Canserbero,hip hop|rap rock,
6f58e106-5324-4bf3-a373-a38881dd6cb2,All Night Chill Makers,,
3798b104-01cb-484c-a3b0-56adc6399b80,Rage Against the Machine,alternative metal|rap metal|funk metal|rap rock|alternative rock,
7c889907-5c9f-4441-bdeb-4cf78b1e9e32,Deepnoum,,
092c6a8b-f89f-4f24-832e-eb98ae358548,Ambi Val,,
73ae4a8d-861e-4cfc-97a4-c61f2f48708c,Joe P,alternative rock,
4b879e3d-7d1a-4bc2-a08e-3f92df54dc97,student 1,,
c42e60f4-4520-4954-b6e4-82bbdf532c11,JPEGMAFIA,experimental hip hop|hip hop|cloud rap|alternative r&b|east coast hip hop,
188711ed-c99b-439c-844a-ca831f63a727,MF DOOM,east coast hip hop|hip hop|underground hip hop|abstract hip hop|experimental hip hop,
dde3d9b1-0e44-48bc-b0c9-d739b3570000,Tech N9ne,hip hop|hardcore hip hop|horrorcore|g-funk,
f62d7df2-aace-460e-a9bc-d1d01c06e6ca,Da Vinci’s Notebook,,
feb0a14b-63c9-43f9-958b-148488c79f23,Lasso,pop rock,
6fe07aa5-fec0-4eca-a456-f29bff451b04,Weezer,alternative rock|power pop|geek rock|pop rock|rock,
0de620fe-8d4d-4be0-b6ae-2669ef948b2e,Jasmine Cephas‐Jones,,
96afb04e-f03c-44c1-9a00-9eb31dd031da,Jake Lefkowitz,,
24a60384-83b0-4cfb-abba-d97075e83e52,Get Scared,alternative metal|post-hardcore,
7de398f0-b4cf-476d-ac60-41d47d3511ca,Rawayana,,
5caa5f3c-9131-41e0-94ba-234fc3e27368,StyccO,,
7ea00d04-8663-4d28-a6d5-50e43934596b,Hannah Bahng,,
e02ea2a6-b58e-4b6c-8538-5b1cf3bf2fe8,SWMRS,,
fa58cf24-0e44-421d-8519-8bf461dcfaa5,Mitski,indie rock|rock|singer-songwriter|alternative rock|garage rock,
656d0024-7b5f-4089-9d3e-ce383f15f1b7,BOYNEXTDOOR,k-pop,
b80ce407-9501-49be-afe3-09268f88ff43,Minimatic,breakbeat|dance|nu jazz,
9d2fde91-4633-430d-87f0-2b9bbb7fa451,Asking Alexandria,metalcore|electronicore|alternative rock|hard rock|post-hardcore,
f0433178-6b43-4a2c-86e1-bbfeb296cdf1,Poor Man's Poison,americana|country|folk|folk punk|bluegrass,
144ef525-85e9-40c3-8335-02c32d0861f3,John Mayer,blues rock|acoustic rock|blues|folk rock|pop rock,
af2320d6-948e-499a-8bcf-83c93e0a80fb,DAY6 (Even of Day),,
925c7673-0e85-410f-b7e4-d9705a7aa619,Lin‐Manuel Miranda,musical|hip hop,
5c2593bc-1621-4c4d-821b-b7bb6ff213b5,Saint Motel,indie rock|pop rock|progressive pop,
50a45c3d-b54b-4fd5-bb83-5046e4ff6813,David Arkenstone,new age|ambient|celtic|celtic new age,
dcda3f67-9097-41da-b7a7-612ade6385c0,Sam Cardon,,
4987db0b-63fc-4ff2-b8f9-3cbcdc17b2a9,Somnolence,,
4b90c344-31bd-48d1-aa58-8e061a8251c9,Hugh Laurie,blues|jazz blues,
b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,alternative rock|indie rock|noise pop|punk rock|rock,
32b742e1-2a14-49e1-9c00-fa2c28189e97,Lowertown,,
c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,Avicii,progressive house|edm|electro house|dance-pop|electropop,
b38a00f2-3746-4e9e-93de-8257ca5b1680,Residente,conscious hip hop|hip hop|latin|pop rap,
beff21d3-88c7-4ee0-8b7a-40b6db22c6d7,Pendulum,drum and bass|electronic|electronic rock|dancefloor drum and bass|dubstep,
7f378f19-4686-41aa-b83e-3df359ae1578,Hugh Jackman,,
df6c619f-4334-43e2-8b6a-4a32af1e4f85,YOASOBI,j-pop|pop,
9341a67c-4f0c-43c2-9ec4-c222d2cb97f3,Skee‐Lo,hip hop|pop rap|west coast hip hop,
2123417c-f562-4461-9873-8910ffece5d6,Joy Again,,
5e5480be-eded-44ad-9c45-f6136ec2f5db,Reel Big Fish,ska|punk|ska punk,
70e5098b-c4ae-4cd7-9799-3c1b9b57c753,SHINee,k-pop|ballad|r&b|deep house|edm,
3c011436-48f6-4f9a-8930-8430afdfd328,Swingrowers,electro swing|jazz|nu jazz,
fab34286-b8e1-4879-bce3-194e1358fbd2,Kesha,dance-pop|electronic|crunkcore|europop|indie pop,
10299fc6-ace5-4c3c-bec9-0e12dd141d9e,Ameer Vann,,
3f194516-6f0d-4d26-b631-71117f3bc41d,The Wrecks,pop rock,
755b2396-01e7-4db0-bac5-3be58965aa20,Deep Horizon Waves,,
61af87f4-16ee-4431-8504-cc06187079fb,XXXTENTACION,trap|hip hop|emo rap|trap metal,
f41490ce-fe39-435d-86c0-ab5ce098b423,Simple Minds,new wave|rock|electronic|post-punk|art rock,
49204a7a-ed85-407a-828f-6fd46f1d8126,NewJeans,k-pop,
921ab387-f3b5-4392-8583-adfff42aff23,Ben Beal,,
49d67664-6962-4f69-adc4-f52208c78dd2,Rich Brian,pop rap|trap,
97e69730-3791-423b-9770-287261588854,Alessia Cara,pop|alternative r&b|contemporary r&b|r&b|soul,
7e2e4e3a-4e85-4d5a-b78e-5e4afd467a3e,Nothing But Thieves,alternative rock|rock|pop rock,
b2f2216a-d7a9-4ce0-8b8f-f494d9a8c196,IVE,k-pop,
1ef116e4-1f6e-47b8-839d-30f7fdf9df9b,Jay Joseph,,
f2492c31-54a8-4347-a1fc-f81f72873bbf,Mac DeMarco,indie rock|jangle pop|folk pop|indie pop|psychedelic pop,
18de31c0-5c6e-4fa5-89e7-456012fbf7e9,ROAR,,
61cdb045-7f89-4eb1-b3ed-35db94d9ab99,The Walters,indie pop|indie rock,
741666ad-cee4-43ce-bca8-70e9a42139b5,Molecualar Binary,,
e148e786-f078-49e2-a9fb-fd044bd68905,MISAMO,j-pop|pop,
f76307c7-b9da-45ce-99e7-49181dd43e47,redveil,experimental hip hop|hip hop,
6958e806-1e14-4844-a0a7-07a27756aa0f,A Great Big World,indie pop|pop rock,
88be1fb5-0112-4549-9608-526591c7f415,David Garrett,classical|classical crossover,
64e632fa-7f23-4b05-b178-572086f80b73,False Noise,,
1c494195-f8b9-456f-8516-42695bfae57b,Jaymes Young,,
fe038151-1099-4de8-901b-39be66d6e493,ZEROBASEONE,k-pop,
fa08b579-5692-42c8-967c-d4dfc6d823bf,nohidea.,,
8a806a55-fa0d-4060-82e5-ecfbd24a5bc3,Coti,latin|latin pop,
9f93c34a-2dc2-400e-ada5-937c3efc3437,Liana Flores,,
e1fb9572-3a3b-44c3-863e-dcdef7300394,Fall Asleep Machine,,
b25c6c3f-3861-4687-be1d-3c8d238cfb34,Zac Efron,,
da5cd367-04ab-4ae8-9346-84ba9047417d,Eva Noblezada,,
6f6e8712-d494-481e-8882-c1ea08d65978,PATTERN,,
929ca8c3-5df3-4fe9-bc59-f8d603780bce,Idina Menzel,musical|pop,
e79dc7f7-7a9c-4058-b9cc-372fb8b3da1c,Clint Bajakian,modern classical,
77191d5f-1045-4b3b-ad7f-12ea398db929,DAY6,pop rock|k-pop|rock,
e9113fb7-350c-4975-9b16-af633f23cf66,Vundabar,,
fbcd7b29-455f-49e6-9c4f-8249d20a055e,Seether,hard rock|post-grunge|rock|alternative metal,
7575e0f0-9c13-4602-a01a-e2ae463414e1,Tha Ynoe,,
433adf92-9760-4d46-9d45-2a098abd4721,Infinity Ink,,
9e614665-3bc0-4f82-a162-292b8bbc1d66,Curtis Waters,hip hop,
ac34b3a0-b963-441b-9a12-6594d953a8f6,Weathers,,
25ab7547-a4d2-480b-b028-c7f3497bc858,Men I Trust,dream pop|indie pop|bedroom pop|neo-psychedelia|downtempo,
3237b5a8-ae44-400c-aa6d-cea51f0b9074,Grant Kirkhope,,
7ac7f935-6476-4815-b821-5fb407dfca67,OR3O,,
f4d5cc07-3bc9-4836-9b15-88a08359bc63,P!nk,pop|pop rock|dance-pop|contemporary r&b|electropop,
174bd34d-9e1a-4372-b24d-ca9b5407bf22,DAGames,metal|nerdcore|electro swing|electronic,
99e0983f-6183-463e-a61e-2041ca8931ba,Lil Darkie,emo rap|trap metal,
ad4653bc-ad04-4a41-a6cc-477ebe5cd96c,Keala Settle,,
64c9974f-20a9-491d-bd94-2168cd738e2a,Breakbot,french house|nu disco|contemporary r&b|dance-pop|electro,
eeac3367-f929-4989-8661-b84433f63266,Klischée,swing,
20b034b2-35a1-40be-908f-22d1b5681572,Yung Gravy,comedy hip hop|hip hop|pop rap|trap,
b73433e9-24bd-4446-bf0c-40826bd48b44,Kany García,latin|latin pop,
bc2b3a1c-fe0a-4a10-817e-7a826434cfd3,New Dialogue,,
085bbb68-d9c5-4183-8a2a-f9f7dd53d9f3,Absofacto,alternative pop|art pop|experimental|indie rock|synth funk,
7bc012a7-c5cc-4e7a-9ca6-15db02bbcde4,Lemaitre,electronica|indietronica,
287cb25a-9b05-474c-9ad1-38046a46c37f,Strawberry Guy,bedroom pop,
40baf67d-1490-47e2-95e4-c83273df7c9f,Matthew West,contemporary christian,
ad3a7678-18a2-4752-8592-b2d62a01755e,Dusty,,
78e46ae5-9bfd-433b-be3f-19e993d67ecc,Rufus Wainwright,alternative rock|chamber pop|folk|indie rock|singer-songwriter,
260b6184-8828-48eb-945c-bc4cb6fc34ca,Charli xcx,electropop|dance-pop|hyperpop|electronic|synth-pop,
7fd43bc8-b5ff-45ed-8ce5-1b0c17114a9e,Jason Hayes,,
afb2b805-72f3-4d70-8f6e-143db2750137,Pretty Vicious,rock,
a9044915-8be3-4c7e-b11f-9e2d2ea0a91e,Megadeth,thrash metal|heavy metal|speed metal|metal|rock,
752bebd2-b44c-41bb-8a21-bdf3cd1b5518,Cynthia Erivo,soul,
94b0fb9d-a066-4823-b2ec-af1d324bcfcf,The Velvet Underground,experimental rock|art rock|proto-punk|noise rock|rock,
e89fd475-545f-4746-b04b-b2fa7e87ad14,Relaxed Minds,,
fe1a873d-2000-4789-a895-4187fe756203,Parov Stelar,electro swing|electronic|nu jazz|trip hop|house,
960afc67-9c21-46dd-9c7f-ff2b509e3150,Danny Brown,hardcore hip hop|hip hop|gangsta rap|glitch hop|trap,
012151a8-0f9a-44c9-997f-ebd68b5389f9,Imagine Dragons,alternative rock|pop rock|indie pop|pop|alternative pop,
d8e99eeb-94c6-4de4-b23c-39e90faa73a3,CORPSE,emo rap|hardcore hip hop|trap metal,
2eb55bd9-cfbf-44fd-a5da-92dd825284c7,AJR,indie pop|pop|alternative pop,
cf9655a8-ce1e-414e-9843-de1c4a60830d,Hippo Campus,dream pop|indie pop|indie rock,
f09d2950-e3c6-47b2-b21c-2bad2cd3f616,Agust D,ballad|hip hop|k-pop,
e9403d9c-329b-4108-a26f-564159d441d9,"Black Country, New Road",post-rock|art rock|experimental rock|chamber pop|post-punk,
d5cc67b8-1cc4-453b-96e8-44487acdebea,Beach House,dream pop|indie pop|shoegaze|slowcore,
f721a848-c8a0-4043-85e5-a17fe4860835,Edo Guidotti,,
63163ccb-4f3d-4581-9154-34d9a8697395,Kyle Pederson,,
512171a4-d41a-4df6-838d-de0a47aea068,boy pablo,indie pop|indie rock|jangle pop,
6a989401-5d78-4cd1-8f34-ad3c634ac7e6,The Gentle Men,,
e86fc1f5-d632-44b2-8aea-38f83aadffe8,Lorna Shore,deathcore|death metal,
da183054-32a1-421c-9df3-ee31f158ee33,JUN. K,,
1d11e2a1-4531-4d61-a8c7-7b5c6a608fd2,Ice Cube,hip hop|gangsta rap|hardcore hip hop|west coast hip hop|political hip hop,
81f3395a-3783-4737-a06e-ea4420fe2443,Control,,
1ee37742-1e3d-4e61-84d2-bc85f4c1459a,LE SSERAFIM,k-pop,
109958eb-a335-4c5e-907e-597ff4c6af46,Creedence Clearwater Revival,swamp rock|country rock|rock|blues rock|roots rock,
61f313b1-e51d-4bb2-bcae-b2d18e6ecdd6,Vairo,,
0eb17834-1d29-47ef-a422-9dc68d73c5e4,Kanye West Tribute Band,,
1a48176d-1414-4a18-9792-50ba585d4d59,Three Dog Night,rock|pop rock|soft rock,
847e8a0c-cc20-4213-9e16-975515c2a926,Céline Dion,pop|soft rock|contemporary r&b|pop soul,
94514e40-ada1-41c7-b333-b08ddbc274bb,André De Shields,,
fb407c75-3474-4a01-9d96-2d71e8e48a7d,Swing Republic,electro swing|swing,
cf042013-3edd-46c4-9b0e-a62faac98d0b,Funkadelic,funk|funk rock|p-funk|psychedelic rock|acid rock,
bfd5aec5-62a2-4560-a316-7c46c17babda,Train,pop|alternative rock|pop rock|piano rock|rock,
20c8e21c-a8b9-4ac1-bef8-0ddcd9f4691a,Triathalon,,
36393a79-7cf3-4bdd-a917-f8db17e11f14,Brick + Mortar,,
02f44a81-34f0-4f52-9ab7-c3cfcdb60333,gnash,alternative r&b,
396096fc-f7d5-40fb-87fb-ef0773acb1bb,Dimrain47,,
e10b4ba3-5a4b-4da8-afe3-86542bd46096,Lyre Le Temps,electro|electro swing|swing,
16d6d00d-31af-480d-8700-a68a74eea1ac,xi,,
038bd27c-ebec-44e5-9880-1f5eb933db11,NewDad,indie pop|indie rock|dream pop|lo-fi|pop,
aa440de8-500e-43a1-b601-a9733fd1bcb5,Michelle Williams,,
aa11c4f2-4205-4f48-b9b5-ce49e14d0d89,Reeve Carney,,
299278d3-25dd-4f30-bae4-5b571c28034d,The Postal Service,indie pop|electronic|indietronica,
d459e60b-240b-42d3-ad07-a5a1facfa6b4,Ziv Zaifman,,
aec158a7-f486-4d0a-b2cc-6ae6bce99439,Patrick Page,,
d8c9eef5-1f61-4811-8c35-31fb9a69a3be,Matt Watson,cloud rap|hip hop|lo-fi hip hop,
ef58d4c9-0d40-42ba-bfab-9186c1483edd,DragonForce,power metal|heavy metal|metal|speed metal,
622b6000-ff0d-4ab3-9e98-c4916f3692c3,The Front Bottoms,emo|folk punk|indie rock,
2d623e82-73e2-4179-9c44-e963980f2d58,NMIXX,k-pop,
f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,Ariana Grande,pop|r&b|dance-pop|contemporary r&b|trap soul,
79db1a62-d707-46ac-8132-4965035fc63a,Ethan Bortnick,,
5b366d5c-03c2-47d8-8dec-828048fde637,Slush Puppy,,
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,pop|r&b|contemporary r&b|dance-pop|hip hop,
2d70c0b2-6437-4c54-bd47-a736ad9fa077,XANAKIN SKYWOK,,
f22942a1-6f70-4f48-866e-238cb2308fbd,Aphex Twin,electronic|idm|ambient|experimental|ambient techno,
c9d64b86-c194-4b05-be41-0245c4a7477b,kyeaintdead,,
e6de1f3b-6484-491c-88dd-6d619f142abc,Hans Zimmer,modern classical|orchestral|cinematic classical|contemporary classical|classical,
c502a882-ea55-4bdf-b6e0-a95330e14682,Aqua Timez,j-pop|pop rock,
3ce8d3a9-4d23-47bf-af44-cf976c2a2aa5,8 Graves,,
38b511a2-76fa-4a1e-9b7a-e2a6efa6399b,Jarabe de Palo,latin rock|pop rock|rock,
dc84c3f5-a44c-4a46-bf41-fd1640e3c99d,Djo,indie pop|indie rock|bedroom pop|neo-psychedelia,
11d94660-1963-4020-8762-4c5907e2ea48,Psychedelic Porn Crumpets,heavy psych|psychedelic rock|grunge,
09720eec-3871-49d5-932d-eb7542768cd3,Jin,k-pop|pop,
2f548675-008d-4332-876c-108b0c7ab9c5,Sia,pop|electropop|dance-pop|indie pop|alternative pop,
3f9b5837-ed1c-413e-bfef-ca4f892dcc59,Marconi Union,ambient|ambient techno|downtempo|electronic|minimal techno,
736648a9-846c-4530-aec6-b50479c3252c,Call Me Karizma,hip hop|punk,
f413369d-d72f-46b9-8744-2d09344a9c6a,Jeremy Soule,,
bed6a630-b760-4b0b-9a1c-bf9ced0d28fa,Chuy Flores,,
f4b6e451-5dce-4842-a555-f793892299b3,Jane Remover,digicore|hyperpop|indie rock|experimental hip hop|experimental rock,
0e2c603f-fd71-4ab6-af96-92c3e936586d,Louie Zong,jazz,
47bdba22-8562-41f2-b307-b9c79db3b6dc,Jonathan Bailey,,
b7f2cca2-72c6-41fb-ae33-53370fc62fe7,Stevie Nicks,rock|pop rock|pop|country rock|singer-songwriter,
1139ec25-ea32-4eb4-880c-73bb5a5ab04e,Amber Gray,,
37c61bf2-5fb1-47ae-9605-80025d956958,Nico,art pop|art rock|avant-folk|avant-garde|chamber folk,
7a1eb805-2242-4daa-bd90-c1ed350e2e48,Insane Clown Posse,horrorcore,
22c34351-7946-47a4-a75c-f80d7e1951c2,Granular,,
9563966d-ca18-44f7-9d72-87a1fe27ae9d,Rocket,indie rock,
f7c547ed-29c8-42cf-9084-e902b5f720f7,Grand Commander,,
d0ef51d1-15a4-40ce-862d-58914e2646b4,Noel,,
